"county","year","month","death"
"Alameda",2012,10,524
"Alpine",2012,10,0
"Amador",2012,10,0
"Butte",2012,10,156
"Calaveras",2012,10,0
"Colusa",2012,10,0
"Contra Costa",2012,10,473
"Del Norte",2012,10,0
"El Dorado",2012,10,66
"Fresno",2012,10,362
"Glenn",2012,10,0
"Humboldt",2012,10,61
"Imperial",2012,10,34
"Inyo",2012,10,0
"Kern",2012,10,293
"Kings",2012,10,50
"Lake",2012,10,31
"Lassen",2012,10,0
"Los Angeles",2012,10,3475
"Madera",2012,10,41
"Marin",2012,10,111
"Mariposa",2012,10,0
"Mendocino",2012,10,20
"Merced",2012,10,71
"Modoc",2012,10,0
"Mono",2012,10,0
"Monterey",2012,10,141
"Napa",2012,10,85
"Nevada",2012,10,49
"Orange",2012,10,1159
"Placer",2012,10,198
"Plumas",2012,10,0
"Riverside",2012,10,834
"Sacramento",2012,10,644
"San Benito",2012,10,0
"San Bernardino",2012,10,670
"San Diego",2012,10,1265
"San Francisco",2012,10,288
"San Joaquin",2012,10,248
"San Luis Obispo",2012,10,149
"San Mateo",2012,10,313
"Santa Barbara",2012,10,191
"Santa Clara",2012,10,591
"Santa Cruz",2012,10,81
"Shasta",2012,10,109
"Sierra",2012,10,0
"Siskiyou",2012,10,13
"Solano",2012,10,156
"Sonoma",2012,10,241
"Stanislaus",2012,10,232
"Sutter",2012,10,30
"Tehama",2012,10,14
"Trinity",2012,10,0
"Tulare",2012,10,137
"Tuolumne",2012,10,42
"Ventura",2012,10,299
"Yolo",2012,10,72
"Yuba",2012,10,28
"Alameda",2012,11,532
"Alpine",2012,11,0
"Amador",2012,11,15
"Butte",2012,11,159
"Calaveras",2012,11,0
"Colusa",2012,11,0
"Contra Costa",2012,11,500
"Del Norte",2012,11,0
"El Dorado",2012,11,51
"Fresno",2012,11,453
"Glenn",2012,11,0
"Humboldt",2012,11,61
"Imperial",2012,11,0
"Inyo",2012,11,0
"Kern",2012,11,327
"Kings",2012,11,34
"Lake",2012,11,46
"Lassen",2012,11,0
"Los Angeles",2012,11,3702
"Madera",2012,11,13
"Marin",2012,11,127
"Mariposa",2012,11,0
"Mendocino",2012,11,38
"Merced",2012,11,73
"Modoc",2012,11,0
"Mono",2012,11,0
"Monterey",2012,11,134
"Napa",2012,11,92
"Nevada",2012,11,66
"Orange",2012,11,1246
"Placer",2012,11,226
"Plumas",2012,11,0
"Riverside",2012,11,927
"Sacramento",2012,11,603
"San Benito",2012,11,0
"San Bernardino",2012,11,704
"San Diego",2012,11,1278
"San Francisco",2012,11,354
"San Joaquin",2012,11,261
"San Luis Obispo",2012,11,134
"San Mateo",2012,11,297
"Santa Barbara",2012,11,205
"Santa Clara",2012,11,656
"Santa Cruz",2012,11,109
"Shasta",2012,11,140
"Sierra",2012,11,0
"Siskiyou",2012,11,13
"Solano",2012,11,149
"Sonoma",2012,11,269
"Stanislaus",2012,11,265
"Sutter",2012,11,31
"Tehama",2012,11,27
"Trinity",2012,11,0
"Tulare",2012,11,166
"Tuolumne",2012,11,17
"Ventura",2012,11,339
"Yolo",2012,11,63
"Yuba",2012,11,27
"Alameda",2012,12,619
"Alpine",2012,12,0
"Amador",2012,12,30
"Butte",2012,12,158
"Calaveras",2012,12,0
"Colusa",2012,12,0
"Contra Costa",2012,12,477
"Del Norte",2012,12,0
"El Dorado",2012,12,76
"Fresno",2012,12,384
"Glenn",2012,12,0
"Humboldt",2012,12,83
"Imperial",2012,12,28
"Inyo",2012,12,0
"Kern",2012,12,316
"Kings",2012,12,42
"Lake",2012,12,41
"Lassen",2012,12,0
"Los Angeles",2012,12,3816
"Madera",2012,12,32
"Marin",2012,12,142
"Mariposa",2012,12,0
"Mendocino",2012,12,45
"Merced",2012,12,82
"Modoc",2012,12,0
"Mono",2012,12,0
"Monterey",2012,12,155
"Napa",2012,12,106
"Nevada",2012,12,65
"Orange",2012,12,1308
"Placer",2012,12,233
"Plumas",2012,12,0
"Riverside",2012,12,924
"Sacramento",2012,12,691
"San Benito",2012,12,0
"San Bernardino",2012,12,702
"San Diego",2012,12,1386
"San Francisco",2012,12,399
"San Joaquin",2012,12,327
"San Luis Obispo",2012,12,153
"San Mateo",2012,12,292
"Santa Barbara",2012,12,197
"Santa Clara",2012,12,671
"Santa Cruz",2012,12,100
"Shasta",2012,12,152
"Sierra",2012,12,0
"Siskiyou",2012,12,13
"Solano",2012,12,169
"Sonoma",2012,12,257
"Stanislaus",2012,12,283
"Sutter",2012,12,34
"Tehama",2012,12,13
"Trinity",2012,12,0
"Tulare",2012,12,176
"Tuolumne",2012,12,34
"Ventura",2012,12,334
"Yolo",2012,12,78
"Yuba",2012,12,45
"Alameda",2013,1,754
"Alpine",2013,1,0
"Amador",2013,1,12
"Butte",2013,1,181
"Calaveras",2013,1,42
"Colusa",2013,1,0
"Contra Costa",2013,1,567
"Del Norte",2013,1,0
"El Dorado",2013,1,92
"Fresno",2013,1,533
"Glenn",2013,1,0
"Humboldt",2013,1,74
"Imperial",2013,1,79
"Inyo",2013,1,0
"Kern",2013,1,350
"Kings",2013,1,47
"Lake",2013,1,48
"Lassen",2013,1,0
"Los Angeles",2013,1,4591
"Madera",2013,1,51
"Marin",2013,1,174
"Mariposa",2013,1,0
"Mendocino",2013,1,57
"Merced",2013,1,95
"Modoc",2013,1,0
"Mono",2013,1,0
"Monterey",2013,1,172
"Napa",2013,1,92
"Nevada",2013,1,76
"Orange",2013,1,1620
"Placer",2013,1,277
"Plumas",2013,1,0
"Riverside",2013,1,1071
"Sacramento",2013,1,794
"San Benito",2013,1,0
"San Bernardino",2013,1,908
"San Diego",2013,1,1661
"San Francisco",2013,1,442
"San Joaquin",2013,1,321
"San Luis Obispo",2013,1,155
"San Mateo",2013,1,402
"Santa Barbara",2013,1,238
"Santa Clara",2013,1,781
"Santa Cruz",2013,1,138
"Shasta",2013,1,160
"Sierra",2013,1,0
"Siskiyou",2013,1,30
"Solano",2013,1,200
"Sonoma",2013,1,309
"Stanislaus",2013,1,308
"Sutter",2013,1,0
"Tehama",2013,1,17
"Trinity",2013,1,0
"Tulare",2013,1,197
"Tuolumne",2013,1,33
"Ventura",2013,1,397
"Yolo",2013,1,92
"Yuba",2013,1,36
"Alameda",2013,2,656
"Alpine",2013,2,0
"Amador",2013,2,17
"Butte",2013,2,169
"Calaveras",2013,2,14
"Colusa",2013,2,0
"Contra Costa",2013,2,526
"Del Norte",2013,2,0
"El Dorado",2013,2,55
"Fresno",2013,2,453
"Glenn",2013,2,0
"Humboldt",2013,2,74
"Imperial",2013,2,35
"Inyo",2013,2,0
"Kern",2013,2,309
"Kings",2013,2,38
"Lake",2013,2,28
"Lassen",2013,2,0
"Los Angeles",2013,2,4148
"Madera",2013,2,67
"Marin",2013,2,137
"Mariposa",2013,2,0
"Mendocino",2013,2,36
"Merced",2013,2,84
"Modoc",2013,2,0
"Mono",2013,2,0
"Monterey",2013,2,162
"Napa",2013,2,92
"Nevada",2013,2,72
"Orange",2013,2,1383
"Placer",2013,2,209
"Plumas",2013,2,0
"Riverside",2013,2,969
"Sacramento",2013,2,670
"San Benito",2013,2,0
"San Bernardino",2013,2,777
"San Diego",2013,2,1482
"San Francisco",2013,2,352
"San Joaquin",2013,2,297
"San Luis Obispo",2013,2,156
"San Mateo",2013,2,358
"Santa Barbara",2013,2,244
"Santa Clara",2013,2,730
"Santa Cruz",2013,2,122
"Shasta",2013,2,156
"Sierra",2013,2,0
"Siskiyou",2013,2,26
"Solano",2013,2,206
"Sonoma",2013,2,308
"Stanislaus",2013,2,300
"Sutter",2013,2,40
"Tehama",2013,2,26
"Trinity",2013,2,0
"Tulare",2013,2,159
"Tuolumne",2013,2,41
"Ventura",2013,2,361
"Yolo",2013,2,109
"Yuba",2013,2,26
"Alameda",2013,3,708
"Alpine",2013,3,0
"Amador",2013,3,13
"Butte",2013,3,173
"Calaveras",2013,3,15
"Colusa",2013,3,0
"Contra Costa",2013,3,478
"Del Norte",2013,3,0
"El Dorado",2013,3,69
"Fresno",2013,3,460
"Glenn",2013,3,0
"Humboldt",2013,3,79
"Imperial",2013,3,46
"Inyo",2013,3,0
"Kern",2013,3,302
"Kings",2013,3,35
"Lake",2013,3,29
"Lassen",2013,3,0
"Los Angeles",2013,3,3991
"Madera",2013,3,56
"Marin",2013,3,134
"Mariposa",2013,3,0
"Mendocino",2013,3,64
"Merced",2013,3,81
"Modoc",2013,3,0
"Mono",2013,3,0
"Monterey",2013,3,187
"Napa",2013,3,77
"Nevada",2013,3,52
"Orange",2013,3,1380
"Placer",2013,3,214
"Plumas",2013,3,0
"Riverside",2013,3,982
"Sacramento",2013,3,740
"San Benito",2013,3,12
"San Bernardino",2013,3,832
"San Diego",2013,3,1437
"San Francisco",2013,3,386
"San Joaquin",2013,3,284
"San Luis Obispo",2013,3,185
"San Mateo",2013,3,346
"Santa Barbara",2013,3,207
"Santa Clara",2013,3,690
"Santa Cruz",2013,3,106
"Shasta",2013,3,142
"Sierra",2013,3,0
"Siskiyou",2013,3,11
"Solano",2013,3,191
"Sonoma",2013,3,285
"Stanislaus",2013,3,281
"Sutter",2013,3,24
"Tehama",2013,3,14
"Trinity",2013,3,0
"Tulare",2013,3,176
"Tuolumne",2013,3,22
"Ventura",2013,3,365
"Yolo",2013,3,93
"Yuba",2013,3,37
"Alameda",2013,4,599
"Alpine",2013,4,0
"Amador",2013,4,13
"Butte",2013,4,143
"Calaveras",2013,4,0
"Colusa",2013,4,0
"Contra Costa",2013,4,454
"Del Norte",2013,4,0
"El Dorado",2013,4,57
"Fresno",2013,4,389
"Glenn",2013,4,0
"Humboldt",2013,4,76
"Imperial",2013,4,44
"Inyo",2013,4,0
"Kern",2013,4,298
"Kings",2013,4,46
"Lake",2013,4,17
"Lassen",2013,4,0
"Los Angeles",2013,4,3476
"Madera",2013,4,35
"Marin",2013,4,125
"Mariposa",2013,4,0
"Mendocino",2013,4,37
"Merced",2013,4,69
"Modoc",2013,4,0
"Mono",2013,4,0
"Monterey",2013,4,144
"Napa",2013,4,77
"Nevada",2013,4,62
"Orange",2013,4,1245
"Placer",2013,4,212
"Plumas",2013,4,0
"Riverside",2013,4,864
"Sacramento",2013,4,616
"San Benito",2013,4,0
"San Bernardino",2013,4,710
"San Diego",2013,4,1319
"San Francisco",2013,4,327
"San Joaquin",2013,4,262
"San Luis Obispo",2013,4,131
"San Mateo",2013,4,294
"Santa Barbara",2013,4,164
"Santa Clara",2013,4,651
"Santa Cruz",2013,4,87
"Shasta",2013,4,153
"Sierra",2013,4,0
"Siskiyou",2013,4,29
"Solano",2013,4,175
"Sonoma",2013,4,229
"Stanislaus",2013,4,250
"Sutter",2013,4,23
"Tehama",2013,4,0
"Trinity",2013,4,0
"Tulare",2013,4,144
"Tuolumne",2013,4,34
"Ventura",2013,4,316
"Yolo",2013,4,57
"Yuba",2013,4,43
"Alameda",2013,5,524
"Alpine",2013,5,0
"Amador",2013,5,11
"Butte",2013,5,156
"Calaveras",2013,5,11
"Colusa",2013,5,0
"Contra Costa",2013,5,449
"Del Norte",2013,5,0
"El Dorado",2013,5,57
"Fresno",2013,5,358
"Glenn",2013,5,0
"Humboldt",2013,5,55
"Imperial",2013,5,46
"Inyo",2013,5,0
"Kern",2013,5,309
"Kings",2013,5,25
"Lake",2013,5,25
"Lassen",2013,5,0
"Los Angeles",2013,5,3399
"Madera",2013,5,35
"Marin",2013,5,120
"Mariposa",2013,5,0
"Mendocino",2013,5,24
"Merced",2013,5,61
"Modoc",2013,5,0
"Mono",2013,5,0
"Monterey",2013,5,155
"Napa",2013,5,81
"Nevada",2013,5,44
"Orange",2013,5,1215
"Placer",2013,5,212
"Plumas",2013,5,0
"Riverside",2013,5,876
"Sacramento",2013,5,644
"San Benito",2013,5,0
"San Bernardino",2013,5,679
"San Diego",2013,5,1251
"San Francisco",2013,5,286
"San Joaquin",2013,5,265
"San Luis Obispo",2013,5,153
"San Mateo",2013,5,289
"Santa Barbara",2013,5,185
"Santa Clara",2013,5,612
"Santa Cruz",2013,5,120
"Shasta",2013,5,124
"Sierra",2013,5,0
"Siskiyou",2013,5,30
"Solano",2013,5,151
"Sonoma",2013,5,274
"Stanislaus",2013,5,237
"Sutter",2013,5,17
"Tehama",2013,5,20
"Trinity",2013,5,0
"Tulare",2013,5,137
"Tuolumne",2013,5,28
"Ventura",2013,5,348
"Yolo",2013,5,56
"Yuba",2013,5,12
"Alameda",2013,6,523
"Alpine",2013,6,0
"Amador",2013,6,0
"Butte",2013,6,142
"Calaveras",2013,6,0
"Colusa",2013,6,0
"Contra Costa",2013,6,428
"Del Norte",2013,6,0
"El Dorado",2013,6,76
"Fresno",2013,6,365
"Glenn",2013,6,0
"Humboldt",2013,6,70
"Imperial",2013,6,35
"Inyo",2013,6,0
"Kern",2013,6,275
"Kings",2013,6,26
"Lake",2013,6,29
"Lassen",2013,6,0
"Los Angeles",2013,6,3393
"Madera",2013,6,30
"Marin",2013,6,119
"Mariposa",2013,6,0
"Mendocino",2013,6,29
"Merced",2013,6,59
"Modoc",2013,6,0
"Mono",2013,6,0
"Monterey",2013,6,121
"Napa",2013,6,73
"Nevada",2013,6,57
"Orange",2013,6,1102
"Placer",2013,6,226
"Plumas",2013,6,0
"Riverside",2013,6,780
"Sacramento",2013,6,619
"San Benito",2013,6,0
"San Bernardino",2013,6,681
"San Diego",2013,6,1194
"San Francisco",2013,6,324
"San Joaquin",2013,6,241
"San Luis Obispo",2013,6,113
"San Mateo",2013,6,284
"Santa Barbara",2013,6,157
"Santa Clara",2013,6,604
"Santa Cruz",2013,6,86
"Shasta",2013,6,141
"Sierra",2013,6,0
"Siskiyou",2013,6,11
"Solano",2013,6,142
"Sonoma",2013,6,220
"Stanislaus",2013,6,203
"Sutter",2013,6,15
"Tehama",2013,6,0
"Trinity",2013,6,0
"Tulare",2013,6,146
"Tuolumne",2013,6,20
"Ventura",2013,6,313
"Yolo",2013,6,49
"Yuba",2013,6,17
"Alameda",2013,7,508
"Alpine",2013,7,0
"Amador",2013,7,11
"Butte",2013,7,135
"Calaveras",2013,7,0
"Colusa",2013,7,0
"Contra Costa",2013,7,417
"Del Norte",2013,7,0
"El Dorado",2013,7,60
"Fresno",2013,7,339
"Glenn",2013,7,0
"Humboldt",2013,7,69
"Imperial",2013,7,32
"Inyo",2013,7,0
"Kern",2013,7,300
"Kings",2013,7,0
"Lake",2013,7,27
"Lassen",2013,7,0
"Los Angeles",2013,7,3235
"Madera",2013,7,29
"Marin",2013,7,110
"Mariposa",2013,7,0
"Mendocino",2013,7,48
"Merced",2013,7,81
"Modoc",2013,7,0
"Mono",2013,7,0
"Monterey",2013,7,128
"Napa",2013,7,82
"Nevada",2013,7,54
"Orange",2013,7,1098
"Placer",2013,7,215
"Plumas",2013,7,0
"Riverside",2013,7,842
"Sacramento",2013,7,568
"San Benito",2013,7,0
"San Bernardino",2013,7,687
"San Diego",2013,7,1226
"San Francisco",2013,7,322
"San Joaquin",2013,7,253
"San Luis Obispo",2013,7,131
"San Mateo",2013,7,265
"Santa Barbara",2013,7,208
"Santa Clara",2013,7,622
"Santa Cruz",2013,7,102
"Shasta",2013,7,152
"Sierra",2013,7,0
"Siskiyou",2013,7,0
"Solano",2013,7,150
"Sonoma",2013,7,245
"Stanislaus",2013,7,227
"Sutter",2013,7,0
"Tehama",2013,7,0
"Trinity",2013,7,0
"Tulare",2013,7,151
"Tuolumne",2013,7,50
"Ventura",2013,7,364
"Yolo",2013,7,45
"Yuba",2013,7,29
"Alameda",2013,8,529
"Alpine",2013,8,0
"Amador",2013,8,18
"Butte",2013,8,134
"Calaveras",2013,8,0
"Colusa",2013,8,0
"Contra Costa",2013,8,439
"Del Norte",2013,8,0
"El Dorado",2013,8,54
"Fresno",2013,8,354
"Glenn",2013,8,0
"Humboldt",2013,8,58
"Imperial",2013,8,50
"Inyo",2013,8,0
"Kern",2013,8,284
"Kings",2013,8,26
"Lake",2013,8,28
"Lassen",2013,8,0
"Los Angeles",2013,8,3423
"Madera",2013,8,28
"Marin",2013,8,118
"Mariposa",2013,8,0
"Mendocino",2013,8,47
"Merced",2013,8,79
"Modoc",2013,8,0
"Mono",2013,8,0
"Monterey",2013,8,122
"Napa",2013,8,68
"Nevada",2013,8,62
"Orange",2013,8,1201
"Placer",2013,8,213
"Plumas",2013,8,0
"Riverside",2013,8,822
"Sacramento",2013,8,592
"San Benito",2013,8,0
"San Bernardino",2013,8,688
"San Diego",2013,8,1211
"San Francisco",2013,8,263
"San Joaquin",2013,8,263
"San Luis Obispo",2013,8,133
"San Mateo",2013,8,276
"Santa Barbara",2013,8,190
"Santa Clara",2013,8,605
"Santa Cruz",2013,8,90
"Shasta",2013,8,133
"Sierra",2013,8,0
"Siskiyou",2013,8,0
"Solano",2013,8,159
"Sonoma",2013,8,266
"Stanislaus",2013,8,243
"Sutter",2013,8,11
"Tehama",2013,8,12
"Trinity",2013,8,0
"Tulare",2013,8,138
"Tuolumne",2013,8,40
"Ventura",2013,8,321
"Yolo",2013,8,35
"Yuba",2013,8,15
"Alameda",2013,9,500
"Alpine",2013,9,0
"Amador",2013,9,12
"Butte",2013,9,133
"Calaveras",2013,9,22
"Colusa",2013,9,0
"Contra Costa",2013,9,391
"Del Norte",2013,9,0
"El Dorado",2013,9,55
"Fresno",2013,9,360
"Glenn",2013,9,0
"Humboldt",2013,9,77
"Imperial",2013,9,31
"Inyo",2013,9,0
"Kern",2013,9,307
"Kings",2013,9,25
"Lake",2013,9,19
"Lassen",2013,9,0
"Los Angeles",2013,9,3212
"Madera",2013,9,32
"Marin",2013,9,120
"Mariposa",2013,9,0
"Mendocino",2013,9,54
"Merced",2013,9,78
"Modoc",2013,9,0
"Mono",2013,9,0
"Monterey",2013,9,124
"Napa",2013,9,71
"Nevada",2013,9,63
"Orange",2013,9,1178
"Placer",2013,9,209
"Plumas",2013,9,0
"Riverside",2013,9,823
"Sacramento",2013,9,593
"San Benito",2013,9,0
"San Bernardino",2013,9,682
"San Diego",2013,9,1192
"San Francisco",2013,9,321
"San Joaquin",2013,9,225
"San Luis Obispo",2013,9,132
"San Mateo",2013,9,284
"Santa Barbara",2013,9,164
"Santa Clara",2013,9,535
"Santa Cruz",2013,9,106
"Shasta",2013,9,114
"Sierra",2013,9,0
"Siskiyou",2013,9,15
"Solano",2013,9,149
"Sonoma",2013,9,229
"Stanislaus",2013,9,236
"Sutter",2013,9,25
"Tehama",2013,9,0
"Trinity",2013,9,0
"Tulare",2013,9,147
"Tuolumne",2013,9,40
"Ventura",2013,9,302
"Yolo",2013,9,63
"Yuba",2013,9,27
"Alameda",2013,10,552
"Alpine",2013,10,0
"Amador",2013,10,0
"Butte",2013,10,164
"Calaveras",2013,10,0
"Colusa",2013,10,0
"Contra Costa",2013,10,429
"Del Norte",2013,10,0
"El Dorado",2013,10,73
"Fresno",2013,10,392
"Glenn",2013,10,0
"Humboldt",2013,10,73
"Imperial",2013,10,32
"Inyo",2013,10,0
"Kern",2013,10,266
"Kings",2013,10,47
"Lake",2013,10,49
"Lassen",2013,10,0
"Los Angeles",2013,10,3495
"Madera",2013,10,32
"Marin",2013,10,137
"Mariposa",2013,10,0
"Mendocino",2013,10,15
"Merced",2013,10,81
"Modoc",2013,10,0
"Mono",2013,10,0
"Monterey",2013,10,167
"Napa",2013,10,75
"Nevada",2013,10,74
"Orange",2013,10,1177
"Placer",2013,10,266
"Plumas",2013,10,0
"Riverside",2013,10,863
"Sacramento",2013,10,656
"San Benito",2013,10,0
"San Bernardino",2013,10,717
"San Diego",2013,10,1246
"San Francisco",2013,10,371
"San Joaquin",2013,10,281
"San Luis Obispo",2013,10,144
"San Mateo",2013,10,305
"Santa Barbara",2013,10,194
"Santa Clara",2013,10,613
"Santa Cruz",2013,10,91
"Shasta",2013,10,170
"Sierra",2013,10,0
"Siskiyou",2013,10,24
"Solano",2013,10,163
"Sonoma",2013,10,254
"Stanislaus",2013,10,246
"Sutter",2013,10,25
"Tehama",2013,10,15
"Trinity",2013,10,0
"Tulare",2013,10,166
"Tuolumne",2013,10,19
"Ventura",2013,10,322
"Yolo",2013,10,54
"Yuba",2013,10,24
"Alameda",2013,11,549
"Alpine",2013,11,0
"Amador",2013,11,0
"Butte",2013,11,174
"Calaveras",2013,11,16
"Colusa",2013,11,0
"Contra Costa",2013,11,515
"Del Norte",2013,11,11
"El Dorado",2013,11,68
"Fresno",2013,11,355
"Glenn",2013,11,0
"Humboldt",2013,11,66
"Imperial",2013,11,12
"Inyo",2013,11,11
"Kern",2013,11,268
"Kings",2013,11,49
"Lake",2013,11,40
"Lassen",2013,11,0
"Los Angeles",2013,11,3477
"Madera",2013,11,47
"Marin",2013,11,136
"Mariposa",2013,11,0
"Mendocino",2013,11,33
"Merced",2013,11,81
"Modoc",2013,11,0
"Mono",2013,11,0
"Monterey",2013,11,164
"Napa",2013,11,82
"Nevada",2013,11,58
"Orange",2013,11,1282
"Placer",2013,11,210
"Plumas",2013,11,0
"Riverside",2013,11,871
"Sacramento",2013,11,645
"San Benito",2013,11,0
"San Bernardino",2013,11,727
"San Diego",2013,11,1226
"San Francisco",2013,11,301
"San Joaquin",2013,11,264
"San Luis Obispo",2013,11,128
"San Mateo",2013,11,287
"Santa Barbara",2013,11,165
"Santa Clara",2013,11,612
"Santa Cruz",2013,11,97
"Shasta",2013,11,147
"Sierra",2013,11,0
"Siskiyou",2013,11,13
"Solano",2013,11,152
"Sonoma",2013,11,253
"Stanislaus",2013,11,269
"Sutter",2013,11,26
"Tehama",2013,11,25
"Trinity",2013,11,0
"Tulare",2013,11,134
"Tuolumne",2013,11,33
"Ventura",2013,11,346
"Yolo",2013,11,77
"Yuba",2013,11,55
"Alameda",2013,12,602
"Alpine",2013,12,0
"Amador",2013,12,13
"Butte",2013,12,159
"Calaveras",2013,12,0
"Colusa",2013,12,0
"Contra Costa",2013,12,512
"Del Norte",2013,12,0
"El Dorado",2013,12,87
"Fresno",2013,12,459
"Glenn",2013,12,0
"Humboldt",2013,12,77
"Imperial",2013,12,49
"Inyo",2013,12,14
"Kern",2013,12,300
"Kings",2013,12,62
"Lake",2013,12,27
"Lassen",2013,12,0
"Los Angeles",2013,12,3848
"Madera",2013,12,35
"Marin",2013,12,134
"Mariposa",2013,12,0
"Mendocino",2013,12,53
"Merced",2013,12,75
"Modoc",2013,12,0
"Mono",2013,12,0
"Monterey",2013,12,155
"Napa",2013,12,93
"Nevada",2013,12,54
"Orange",2013,12,1321
"Placer",2013,12,227
"Plumas",2013,12,0
"Riverside",2013,12,960
"Sacramento",2013,12,676
"San Benito",2013,12,0
"San Bernardino",2013,12,772
"San Diego",2013,12,1386
"San Francisco",2013,12,373
"San Joaquin",2013,12,271
"San Luis Obispo",2013,12,140
"San Mateo",2013,12,329
"Santa Barbara",2013,12,228
"Santa Clara",2013,12,722
"Santa Cruz",2013,12,109
"Shasta",2013,12,147
"Sierra",2013,12,0
"Siskiyou",2013,12,13
"Solano",2013,12,186
"Sonoma",2013,12,299
"Stanislaus",2013,12,310
"Sutter",2013,12,32
"Tehama",2013,12,27
"Trinity",2013,12,0
"Tulare",2013,12,170
"Tuolumne",2013,12,36
"Ventura",2013,12,336
"Yolo",2013,12,57
"Yuba",2013,12,32
"Alameda",2014,1,688
"Alpine",2014,1,0
"Amador",2014,1,24
"Butte",2014,1,157
"Calaveras",2014,1,0
"Colusa",2014,1,0
"Contra Costa",2014,1,555
"Del Norte",2014,1,0
"El Dorado",2014,1,80
"Fresno",2014,1,471
"Glenn",2014,1,0
"Humboldt",2014,1,89
"Imperial",2014,1,32
"Inyo",2014,1,0
"Kern",2014,1,327
"Kings",2014,1,44
"Lake",2014,1,50
"Lassen",2014,1,0
"Los Angeles",2014,1,4045
"Madera",2014,1,31
"Marin",2014,1,140
"Mariposa",2014,1,0
"Mendocino",2014,1,34
"Merced",2014,1,102
"Modoc",2014,1,0
"Mono",2014,1,0
"Monterey",2014,1,160
"Napa",2014,1,88
"Nevada",2014,1,60
"Orange",2014,1,1398
"Placer",2014,1,258
"Plumas",2014,1,0
"Riverside",2014,1,1033
"Sacramento",2014,1,867
"San Benito",2014,1,0
"San Bernardino",2014,1,872
"San Diego",2014,1,1503
"San Francisco",2014,1,381
"San Joaquin",2014,1,360
"San Luis Obispo",2014,1,167
"San Mateo",2014,1,369
"Santa Barbara",2014,1,237
"Santa Clara",2014,1,809
"Santa Cruz",2014,1,103
"Shasta",2014,1,155
"Sierra",2014,1,0
"Siskiyou",2014,1,16
"Solano",2014,1,213
"Sonoma",2014,1,305
"Stanislaus",2014,1,285
"Sutter",2014,1,40
"Tehama",2014,1,26
"Trinity",2014,1,0
"Tulare",2014,1,187
"Tuolumne",2014,1,25
"Ventura",2014,1,359
"Yolo",2014,1,90
"Yuba",2014,1,55
"Alameda",2014,2,552
"Alpine",2014,2,0
"Amador",2014,2,0
"Butte",2014,2,137
"Calaveras",2014,2,14
"Colusa",2014,2,0
"Contra Costa",2014,2,500
"Del Norte",2014,2,0
"El Dorado",2014,2,84
"Fresno",2014,2,364
"Glenn",2014,2,0
"Humboldt",2014,2,73
"Imperial",2014,2,36
"Inyo",2014,2,0
"Kern",2014,2,291
"Kings",2014,2,28
"Lake",2014,2,0
"Lassen",2014,2,0
"Los Angeles",2014,2,3450
"Madera",2014,2,50
"Marin",2014,2,126
"Mariposa",2014,2,0
"Mendocino",2014,2,30
"Merced",2014,2,60
"Modoc",2014,2,0
"Mono",2014,2,0
"Monterey",2014,2,139
"Napa",2014,2,83
"Nevada",2014,2,50
"Orange",2014,2,1174
"Placer",2014,2,244
"Plumas",2014,2,0
"Riverside",2014,2,871
"Sacramento",2014,2,636
"San Benito",2014,2,0
"San Bernardino",2014,2,706
"San Diego",2014,2,1219
"San Francisco",2014,2,303
"San Joaquin",2014,2,293
"San Luis Obispo",2014,2,148
"San Mateo",2014,2,326
"Santa Barbara",2014,2,173
"Santa Clara",2014,2,660
"Santa Cruz",2014,2,120
"Shasta",2014,2,145
"Sierra",2014,2,0
"Siskiyou",2014,2,11
"Solano",2014,2,166
"Sonoma",2014,2,280
"Stanislaus",2014,2,251
"Sutter",2014,2,13
"Tehama",2014,2,25
"Trinity",2014,2,0
"Tulare",2014,2,159
"Tuolumne",2014,2,30
"Ventura",2014,2,311
"Yolo",2014,2,55
"Yuba",2014,2,48
"Alameda",2014,3,606
"Alpine",2014,3,0
"Amador",2014,3,27
"Butte",2014,3,146
"Calaveras",2014,3,12
"Colusa",2014,3,0
"Contra Costa",2014,3,488
"Del Norte",2014,3,0
"El Dorado",2014,3,76
"Fresno",2014,3,374
"Glenn",2014,3,0
"Humboldt",2014,3,78
"Imperial",2014,3,46
"Inyo",2014,3,0
"Kern",2014,3,276
"Kings",2014,3,33
"Lake",2014,3,16
"Lassen",2014,3,0
"Los Angeles",2014,3,3787
"Madera",2014,3,29
"Marin",2014,3,141
"Mariposa",2014,3,0
"Mendocino",2014,3,43
"Merced",2014,3,58
"Modoc",2014,3,0
"Mono",2014,3,0
"Monterey",2014,3,141
"Napa",2014,3,100
"Nevada",2014,3,57
"Orange",2014,3,1296
"Placer",2014,3,203
"Plumas",2014,3,0
"Riverside",2014,3,925
"Sacramento",2014,3,689
"San Benito",2014,3,0
"San Bernardino",2014,3,751
"San Diego",2014,3,1372
"San Francisco",2014,3,318
"San Joaquin",2014,3,307
"San Luis Obispo",2014,3,155
"San Mateo",2014,3,311
"Santa Barbara",2014,3,205
"Santa Clara",2014,3,660
"Santa Cruz",2014,3,117
"Shasta",2014,3,138
"Sierra",2014,3,0
"Siskiyou",2014,3,11
"Solano",2014,3,189
"Sonoma",2014,3,284
"Stanislaus",2014,3,253
"Sutter",2014,3,11
"Tehama",2014,3,42
"Trinity",2014,3,0
"Tulare",2014,3,143
