"Year","Month","Station_name","avg_WBGT_max_monthly","max_WBGT_max_monthly","duration_heat_wave_monthly","avg_heat_waves_WBGT_max_monthly"
"2011","1","Acton California",9.91347040976129,19.3689834734,NA,NA
"2011","1","Alder Point California",8.79599209250322,13.722976,NA,NA
"2011","1","Alder Springs California",10.03618687388,15.7009311454,NA,NA
"2011","1","Alpine California",13.5742515866308,19.9388852224,NA,NA
"2011","1","Altamont California",7.64574740718064,13.7475062494,NA,NA
"2011","1","Anacapa Island California",13.9949040469097,18.2236278784,NA,NA
"2011","1","Anza California",9.0620467097871,18.8371760096,NA,NA
"2011","1","Apple Valley California",10.3135841123871,20.7290350334,NA,NA
"2011","1","Arbuckle Basin California",8.14741193654838,17.3619491326,NA,NA
"2011","1","Arroyo Grande California",15.2376833446323,20.9132217856,NA,NA
"2011","1","Arroyo Seco (Mt. Diablo) California",14.5378074921806,21.6173618656,NA,NA
"2011","1","Ash Creek California",6.46056309150323,14.0489835214,NA,NA
"2011","1","Ash Mountain California",11.0939440661226,17.7884702944,NA,NA
"2011","1","Ash Valley California",3.11829799404138,11.0019891256,NA,NA
"2011","1","Atlas Peak California",12.17882965895,15.7474920526,NA,NA
"2011","1","Backbone California",6.35895071170322,13.7887041016,NA,NA
"2011","1","Bald Mtn Loc California",8.45198725059355,15.67762816,NA,NA
"2011","1","Bangor California",8.52578882053548,20.3503239136,NA,NA
"2011","1","Barrett California",14.0218857972903,22.2708464696,NA,NA
"2011","1","Batterson California",9.8692212460129,16.1486661856,NA,NA
"2011","1","Bear Flat California",2.51214776255333,10.6080423166,NA,NA
"2011","1","Beaumont California",11.2430264808452,21.908646875,NA,NA
"2011","1","Beaver Camp Loc California",10.2014103275871,16.9149727406,NA,NA
"2011","1","Bell Canyon California",16.1128547204064,23.2644876256,NA,NA
"2011","1","Ben Bolt California",7.73999895673548,13.7965216846,NA,NA
"2011","1","Ben Lomond California",9.47787395917419,16.1716636334,NA,NA
"2011","1","Benton California",7.56794710488,16.6361813566,NA,NA
"2011","1","Beverly Hills California",17.016167081271,24.676362875,NA,NA
"2011","1","Big Bar California",8.41346347459355,14.146212835,NA,NA
"2011","1","Big Hill California",4.97189276469032,11.6855924224,NA,NA
"2011","1","Big Pine Flat California",5.40154459027742,13.9842033464,NA,NA
"2011","1","Big Pines California",6.83254714903226,17.2507683296,NA,NA
"2011","1","Big Rock California",8.26789041171428,15.4123113134,NA,NA
"2011","1","Big Sur California",15.5324186694258,23.9058694144,NA,NA
"2011","1","Black Diamond California",6.85499692870322,13.78036366,NA,NA
"2011","1","Blackrock California",5.13028833664516,13.6084774126,NA,NA
"2011","1","Blue Door California",2.62842516780741,9.0158652046,NA,NA
"2011","1","Blue Max California",6.19193677569333,16.2405658496,NA,NA
"2011","1","Blue Ridge (KNF) California",5.3528690254,5.3528690254,NA,NA
"2011","1","Bogard R.S. California",3.48382658165333,11.2195726456,NA,NA
"2011","1","Bolam California",5.23203705925806,11.5824530656,NA,NA
"2011","1","Boonville California",11.2978133070387,18.295722875,NA,NA
"2011","1","Boulevard California",9.75849499599355,21.0112798126,NA,NA
"2011","1","Bradley California",13.6164554779355,18.9567873784,NA,NA
"2011","1","Brazie Ranch California",3.36300697109032,10.1217729454,NA,NA
"2011","1","Breckenridge California",0.108722683157142,8.7243522424,NA,NA
"2011","1","Bridgeport 4NW California",2.70918930854838,9.025146875,NA,NA
"2011","1","Briones California",7.3846933494129,14.86016686,NA,NA
"2011","1","Brooks California",9.76117674564516,18.1661075534,NA,NA
"2011","1","Brush Mountain California",8.50792105624666,16.9967315,NA,NA
"2011","1","Buck Meadows California",9.67296683814193,15.6696918016,NA,NA
"2011","1","Bull Flat California",2.82720826202143,11.7025763614,NA,NA
"2011","1","Burns Canyon California",5.59181532569677,14.5731080056,NA,NA
"2011","1","Buttercup California",17.4504212700387,24.2359082254,NA,NA
"2011","1","Cabazon California",12.0838022038903,23.1754950526,NA,NA
"2011","1","Cahuilla California",17.6595637437935,25.240388515,NA,NA
"2011","1","Callahan California",4.87335595353548,11.2195726456,NA,NA
"2011","1","Cameron Fire Station California",12.4792509560129,22.3820700896,NA,NA
"2011","1","Camp 9 California",7.83227748943871,19.2092527694,NA,NA
"2011","1","Camp Elliot California",17.3619180099548,24.7752352334,NA,NA
"2011","1","Camp Six California",5.9831658528,15.8715251584,NA,NA
"2011","1","Campo Seco California",8.23509698776129,14.4364587406,NA,NA
"2011","1","Canby California",6.48212800275555,11.53079326,NA,NA
"2011","1","Carpenter Ridge California",5.42601495123226,14.1787412344,NA,NA
"2011","1","Carrizo California",10.9769161474968,17.9850347566,NA,NA
"2011","1","Case Mountain California",8.3308721704258,17.3841402296,NA,NA
"2011","1","Cashman California",5.74975370368387,13.1795101496,NA,NA
"2011","1","Casitas California",16.4155245612064,24.3203177344,NA,NA
"2011","1","Cathedral Canyon California",17.0937202845613,25.4155109944,NA,NA
"2011","1","Catheys Valley California",7.63106322443226,13.4931276286,NA,NA
"2011","1","Cedar Grove California",9.86772097661935,16.5225715936,NA,NA
"2011","1","Chester California",1.85285822312258,8.7879204974,NA,NA
"2011","1","Chico California",8.47729430616129,18.2525778526,NA,NA
"2011","1","Chilao California",8.82693726552903,19.60385536,NA,NA
"2011","1","Chuchupate California",7.22025854568387,15.4357846456,NA,NA
"2011","1","Claremont California",15.3463029536692,23.4825216896,NA,NA
"2011","1","Clark California",14.9122477398387,23.0861269496,NA,NA
"2011","1","Clear Creek California",11.8634879828065,21.0699343744,NA,NA
"2011","1","Cohasset California",8.90690436916129,17.0048486974,NA,NA
"2011","1","Cold Springs California",0.672716285855171,8.49507206959999,NA,NA
"2011","1","Collins Baldy California",2.45692821574839,10.2814102126,NA,NA
"2011","1","Converse California",10.2871105244839,19.2021331726,NA,NA
"2011","1","Cooskie Mountain California",7.68172356665161,17.5465725086,NA,NA
"2011","1","Corning California",9.29489221604516,17.3619491326,NA,NA
"2011","1","Corona #2 California",15.1581564328258,23.5176428344,NA,NA
"2011","1","Corona California",16.6768655374581,24.2359082254,NA,NA
"2011","1","Corralitos California",13.8082893803032,19.7273401144,NA,NA
"2011","1","Cottage California",5.47956969228,13.163104435,NA,NA
"2011","1","County Line California",10.2065531165742,18.6600296416,NA,NA
"2011","1","Coyote California",4.40185827225806,12.5359196446,NA,NA
"2011","1","Crane Flat Lookout California",8.57380142332903,17.4581590414,NA,NA
"2011","1","Cranston California",16.0949373074903,23.5877048696,NA,NA
"2011","1","Crazy Peak California",6.94345925160645,14.3080705406,NA,NA
"2011","1","Crestview California",6.14521832769333,13.3368833536,NA,NA
"2011","1","Del Valle California",14.3334331429871,23.83690936,NA,NA
"2011","1","Democrat California",11.3738909798933,17.5686383224,NA,NA
"2011","1","Descanso California",12.3461906596516,21.4448239726,NA,NA
"2011","1","Devils Garden California",1.51706772115714,9.1340761054,NA,NA
"2011","1","Devore California",12.3896444717677,22.7186986744,NA,NA
"2011","1","Dexter California",4.47641682162069,11.6170424974,NA,NA
"2011","1","Diablo Grande California",7.65095313526451,13.2788628856,NA,NA
"2011","1","Dinkey California",7.85027956237419,15.5763091936,NA,NA
"2011","1","Dog Valley California",2.90403260544286,11.0714851006,NA,NA
"2011","1","Dos Palmas California",17.6001022814581,24.2359082254,NA,NA
"2011","1","Doyle California",3.21591932608,16.255696435,NA,NA
"2011","1","Dutch-Indy California",4.52918619051613,11.3495107726,NA,NA
"2011","1","Eagle Peak California",6.8538242798129,14.979136315,NA,NA
"2011","1","Eel Point California",14.4752103285625,20.0336861614,NA,NA
"2011","1","Eel River California",11.8240513751355,19.4176142974,NA,NA
"2011","1","Eel River Camp California",11.1048266135355,16.2786238904,NA,NA
"2011","1","El Cariso California",23.9345055578387,31.183821875,10,29.43003546996
"2011","1","El Mirage California",10.7181775594,19.8707221966,NA,NA
"2011","1","El Portal California",13.3475825931806,19.13931646,NA,NA
"2011","1","Esperanza California",8.83977400352903,15.6309771256,NA,NA
"2011","1","Fancher Creek California",7.48067351192258,14.5168692736,NA,NA
"2011","1","Fawnskin California",7.7542256919,14.1787412344,NA,NA
"2011","1","Fence Meadow California",8.5367617386,15.8868142654,NA,NA
"2011","1","Figueroa California",12.5604931237871,20.75554784,NA,NA
"2011","1","Fish Creek Mtn California",16.6527525890516,26.3390471534,NA,NA
"2011","1","Five Cent California",6.66035721592903,14.9077997056,NA,NA
"2011","1","Five Mile California",7.82615096849032,19.0132774624,NA,NA
"2011","1","Foresthill California",9.59487451194838,16.6361813566,NA,NA
"2011","1","Fort Hunter Liggett California",14.3864119877161,21.1284537454,NA,NA
"2011","1","Fort Ord #2 California",12.5784804408903,18.66728056,NA,NA
"2011","1","Fountain Springs California",8.51168932929677,15.4043169646,NA,NA
"2011","1","Fremont Canyon California",14.8505314792903,23.1219192544,NA,NA
"2011","1","Friend Mountain California",7.26623497282667,13.5754790584,NA,NA
"2011","1","Gasquet California",7.85918994429677,13.902688915,NA,NA
"2011","1","Goose Valley California",15.8554412165161,24.21898126,NA,NA
"2011","1","Gordon California",3.41913761046207,10.6517942014,NA,NA
"2011","1","Grapevine Peak California",5.36743297128965,13.046489035,NA,NA
"2011","1","Grass Mountain California",4.46073674601333,16.5830490686,NA,NA
"2011","1","Grasshopper California",3.95243903263846,10.165982035,NA,NA
"2011","1","Green Spring California",7.19129396397419,13.4931276286,NA,NA
"2011","1","Hart Flat California",7.47619270723871,15.6309771256,NA,NA
"2011","1","Hastings California",12.4447067914129,18.5819723264,NA,NA
"2011","1","Hawkeye California",9.22651139425161,16.8924661984,NA,NA
"2011","1","Hayfork California",7.7050556984258,15.2947193344,NA,NA
"2011","1","Hell Hole California",7.83771440951613,16.1486661856,NA,NA
"2011","1","Henninger Flats California",12.5292900804774,21.9275122144,NA,NA
"2011","1","Hernandez California",8.94858345434193,16.3015363246,NA,NA
"2011","1","High Glade Lookout California",7.45724916463871,17.1615533056,NA,NA
"2011","1","High Sierra California",6.36576462957143,14.0572677134,NA,NA
"2011","1","Hollister California",12.2956708696387,17.9414589134,NA,NA
"2011","1","Homewood California",2.23042004316774,11.019234035,NA,NA
"2011","1","Hoopa California",8.35535418569677,13.542453715,NA,NA
"2011","1","Hopland California",9.74148351067097,17.0496965486,NA,NA
"2011","1","Horse Lake California",2.00896671012414,10.6428228286,NA,NA
"2011","1","Horse Thief Springs California",5.87993474158064,13.4605605166,NA,NA
"2011","1","Hunter Mountain California",33.6482402681,33.764490875,16,33.6482402681
"2011","1","Hurley California",7.17629595801935,14.0002787374,NA,NA
"2011","1","Indian Wells Canyon California",8.0498637096129,18.9922183886,NA,NA
"2011","1","Jarbo Gap California",7.18734135341935,14.7169078144,NA,NA
"2011","1","Jawbone California",5.74662004563333,14.56493294,NA,NA
"2011","1","Jerseydale California",8.39335766852258,15.5763091936,NA,NA
"2011","1","Johnsondale California",10.2449775328516,17.8322564344,NA,NA
"2011","1","Juanita Lake California",3.13313409689677,9.43239224,NA,NA
"2011","1","Julian California",7.03727337944516,18.4677021166,NA,NA
"2011","1","Juniper Creek California",2.92757381975484,12.544515875,NA,NA
"2011","1","Keenwild California",10.6648419470452,19.243935875,NA,NA
"2011","1","Kettleman Hills California",7.47371753987742,12.6620017976,NA,NA
"2011","1","Kneeland California",7.24765421994838,16.4998045774,NA,NA
"2011","1","Knoxville Creek California",10.4127301836581,18.9428724766,NA,NA
"2011","1","Konocti California",9.55580730814193,17.2507683296,NA,NA
